timestamp,source_ip,destination_ip,protocol,bytes_sent,bytes_received,duration,packet_rate,content_type,user_type,activity_label,anomaly_type,Label
2025-07-17 12:28:15.229488,192.168.1.34,10.0.0.68,HTTP,5304,2014,42.64,81.16,video,admin,login,Normal,0
2025-07-17 12:24:25.229488,192.168.1.91,10.0.0.162,HTTP,6902,4309,36.82,12.17,quiz,learner,stream,Normal,0
2025-07-17 13:10:40.229488,192.168.1.24,10.0.0.102,HTTP,6705,3839,25.31,21.62,chat,admin,login,Normal,0
2025-07-17 12:47:58.229488,192.168.1.22,10.0.0.143,HTTPS,3715,7518,38.55,63.82,quiz,learner,login,Normal,0
2025-07-17 12:57:07.229488,192.168.1.40,10.0.0.147,WebRTC,8575,4878,11.25,23.36,chat,learner,submit_assignment,Spoofing,1
2025-07-17 12:39:12.229488,192.168.1.68,10.0.0.17,TCP,5829,2119,13.02,11.19,quiz,teacher,stream,Normal,0
2025-07-17 12:10:44.229488,192.168.1.184,10.0.0.85,HTTPS,3294,3914,3.6,17.15,lecture,admin,login,Normal,0
2025-07-17 12:44:40.229488,192.168.1.196,10.0.0.148,TCP,3623,280,46.7,72.7,quiz,learner,stream,Normal,0
2025-07-17 12:23:42.229488,192.168.1.254,10.0.0.194,UDP,6915,4215,11.16,15.74,video,learner,stream,Normal,0
2025-07-17 12:46:52.229488,192.168.1.70,10.0.0.135,HTTPS,1989,7345,34.5,9.52,chat,admin,login,Normal,0
2025-07-17 13:05:04.229488,192.168.1.242,10.0.0.93,WebRTC,3701,4845,35.03,83.54,video,teacher,login,Normal,0
2025-07-17 12:16:39.229488,192.168.1.77,10.0.0.84,UDP,6051,6856,48.8,14.13,quiz,admin,stream,Normal,0
2025-07-17 12:07:53.229488,192.168.1.114,10.0.0.217,HTTPS,7978,5565,32.67,37.52,chat,teacher,login,Normal,0
2025-07-17 12:31:47.229488,192.168.1.137,10.0.0.174,HTTPS,9965,5583,19.25,81.66,video,learner,discussion,Spoofing,1
2025-07-17 12:31:29.229488,192.168.1.67,10.0.0.214,UDP,820,1276,7.59,86.98,chat,teacher,login,Normal,0
2025-07-17 12:45:29.229488,192.168.1.128,10.0.0.5,HTTP,4551,3465,2.24,10.25,chat,teacher,stream,Normal,0
2025-07-17 13:02:31.229488,192.168.1.110,10.0.0.27,HTTPS,3307,4814,37.32,17.72,chat,learner,stream,Normal,0
2025-07-17 12:04:16.229488,192.168.1.84,10.0.0.151,HTTP,4429,7984,59.71,17.2,chat,admin,stream,Malware Injection,1
2025-07-17 12:19:57.229488,192.168.1.97,10.0.0.64,WebRTC,4395,3869,30.75,41.03,chat,teacher,submit_assignment,Normal,0
2025-07-17 12:27:06.229488,192.168.1.12,10.0.0.207,HTTP,6633,3139,20.39,22.33,video,admin,stream,Normal,0
2025-07-17 12:46:50.229488,192.168.1.53,10.0.0.211,UDP,9578,6386,9.65,17.09,chat,learner,discussion,Normal,0
2025-07-17 12:33:19.229488,192.168.1.254,10.0.0.165,TCP,7334,7723,53.38,96.33,video,admin,stream,Normal,0
2025-07-17 12:14:12.229488,192.168.1.109,10.0.0.243,TCP,4710,5293,49.02,23.26,quiz,admin,stream,Normal,0
2025-07-17 12:01:16.229488,192.168.1.56,10.0.0.210,TCP,8583,689,18.33,64.84,lecture,learner,discussion,Normal,0
2025-07-17 11:57:30.229488,192.168.1.134,10.0.0.242,TCP,4563,7539,19.58,49.95,quiz,teacher,discussion,Malware Injection,1
2025-07-17 12:53:31.229488,192.168.1.161,10.0.0.19,HTTP,598,5139,23.15,81.51,quiz,learner,discussion,Normal,0
2025-07-17 13:03:48.229488,192.168.1.61,10.0.0.119,TCP,9754,1819,27.46,84.73,video,learner,submit_assignment,Normal,0
2025-07-17 12:11:53.229488,192.168.1.121,10.0.0.12,HTTP,7511,7562,47.09,58.95,lecture,learner,login,Normal,0
2025-07-17 12:49:39.229488,192.168.1.34,10.0.0.195,WebRTC,5018,4555,13.14,83.5,video,teacher,login,Normal,0
2025-07-17 12:31:20.229488,192.168.1.51,10.0.0.191,TCP,5032,4262,4.5,49.83,quiz,learner,discussion,Normal,0
2025-07-17 12:32:07.229488,192.168.1.83,10.0.0.204,HTTP,8256,1758,1.98,17.92,video,teacher,stream,Normal,0
2025-07-17 12:30:04.229488,192.168.1.63,10.0.0.203,UDP,898,3645,14.37,51.54,quiz,admin,login,DDoS,1
2025-07-17 12:13:59.229488,192.168.1.48,10.0.0.165,HTTPS,8278,3220,4.58,44.39,chat,admin,login,Normal,0
2025-07-17 12:14:54.229488,192.168.1.220,10.0.0.117,WebRTC,4278,3540,42.62,36.19,chat,admin,submit_assignment,DDoS,1
2025-07-17 12:56:51.229488,192.168.1.120,10.0.0.80,HTTPS,4501,6985,9.92,23.69,video,admin,stream,Normal,0
2025-07-17 13:12:22.229488,192.168.1.193,10.0.0.65,WebRTC,1938,5086,45.38,96.89,chat,learner,stream,Normal,0
2025-07-17 12:29:11.229488,192.168.1.245,10.0.0.36,HTTP,5856,7970,21.94,40.39,video,teacher,submit_assignment,Normal,0
2025-07-17 12:00:00.229488,192.168.1.114,10.0.0.60,HTTPS,5987,4810,30.75,88.98,lecture,admin,discussion,Normal,0
2025-07-17 12:49:32.229488,192.168.1.131,10.0.0.219,UDP,5637,1726,26.99,73.38,chat,learner,stream,Normal,0
2025-07-17 12:29:18.229488,192.168.1.66,10.0.0.173,HTTPS,436,1025,46.73,69.14,lecture,teacher,submit_assignment,Normal,0
2025-07-17 13:09:28.229488,192.168.1.153,10.0.0.3,WebRTC,9883,2535,20.0,20.76,quiz,admin,submit_assignment,Normal,0
2025-07-17 12:17:10.229488,192.168.1.224,10.0.0.8,UDP,8142,3767,8.47,87.03,video,learner,discussion,Normal,0
2025-07-17 12:46:21.229488,192.168.1.12,10.0.0.238,HTTP,9378,4789,17.8,93.55,quiz,learner,login,Normal,0
2025-07-17 13:07:31.229488,192.168.1.13,10.0.0.176,WebRTC,2696,6617,53.19,7.06,quiz,learner,submit_assignment,Normal,0
2025-07-17 12:50:10.229488,192.168.1.4,10.0.0.38,TCP,774,7142,30.76,6.05,quiz,learner,login,DDoS,1
2025-07-17 11:58:45.229488,192.168.1.40,10.0.0.196,HTTP,8264,1461,41.89,20.18,quiz,admin,login,Normal,0
2025-07-17 12:51:33.229488,192.168.1.232,10.0.0.30,HTTP,2772,1394,47.44,46.13,lecture,admin,stream,Normal,0
2025-07-17 12:36:38.229488,192.168.1.56,10.0.0.242,UDP,212,1947,52.89,13.11,chat,teacher,login,Malware Injection,1
2025-07-17 12:34:54.229488,192.168.1.189,10.0.0.135,HTTPS,9923,5947,37.75,19.57,quiz,learner,stream,Normal,0
2025-07-17 13:08:17.229488,192.168.1.92,10.0.0.248,HTTP,1077,274,26.62,96.4,lecture,learner,login,Normal,0
2025-07-17 12:52:29.229488,192.168.1.204,10.0.0.27,UDP,2622,6663,35.5,86.72,chat,admin,discussion,Normal,0
2025-07-17 11:52:35.229488,192.168.1.100,10.0.0.63,WebRTC,3801,1529,4.52,28.88,quiz,admin,submit_assignment,Normal,0
2025-07-17 11:58:57.229488,192.168.1.151,10.0.0.42,WebRTC,5408,2205,19.97,20.64,chat,learner,login,Normal,0
2025-07-17 12:12:48.229488,192.168.1.147,10.0.0.77,WebRTC,7216,3730,16.97,83.56,chat,admin,login,Normal,0
2025-07-17 11:52:49.229488,192.168.1.194,10.0.0.242,TCP,4485,135,33.63,20.75,quiz,teacher,discussion,Normal,0
2025-07-17 12:39:35.229488,192.168.1.11,10.0.0.130,HTTP,4812,5109,5.73,39.06,video,learner,login,Normal,0
2025-07-17 12:42:31.229488,192.168.1.63,10.0.0.164,WebRTC,5157,3578,41.8,12.58,lecture,teacher,submit_assignment,Normal,0
2025-07-17 12:53:56.229488,192.168.1.65,10.0.0.67,TCP,5497,1487,41.69,6.64,lecture,learner,stream,Normal,0
2025-07-17 12:42:27.229488,192.168.1.10,10.0.0.201,UDP,1218,4810,37.94,62.12,video,admin,discussion,Normal,0
2025-07-17 12:05:58.229488,192.168.1.178,10.0.0.240,UDP,9967,1571,21.01,49.16,chat,teacher,submit_assignment,Normal,0
2025-07-17 12:31:04.229488,192.168.1.237,10.0.0.8,HTTP,7751,2386,18.48,27.99,quiz,admin,login,Normal,0
2025-07-17 12:23:48.229488,192.168.1.229,10.0.0.212,UDP,7714,1573,20.47,46.87,quiz,learner,submit_assignment,Normal,0
2025-07-17 12:29:11.229488,192.168.1.150,10.0.0.209,HTTP,1984,5854,40.81,68.44,lecture,teacher,stream,Normal,0
2025-07-17 12:09:50.229488,192.168.1.212,10.0.0.99,HTTP,5302,1116,24.41,54.27,chat,learner,submit_assignment,Normal,0
2025-07-17 12:26:21.229488,192.168.1.195,10.0.0.193,UDP,5888,4083,1.26,50.71,lecture,learner,stream,Normal,0
2025-07-17 12:09:57.229488,192.168.1.246,10.0.0.213,HTTPS,2577,130,4.11,55.95,lecture,teacher,submit_assignment,Normal,0
2025-07-17 13:12:47.229488,192.168.1.197,10.0.0.186,HTTPS,7733,4377,26.92,87.61,video,learner,stream,Normal,0
2025-07-17 12:08:42.229488,192.168.1.65,10.0.0.83,TCP,3908,5924,20.47,47.4,lecture,teacher,login,DDoS,1
2025-07-17 11:53:42.229488,192.168.1.136,10.0.0.147,UDP,4847,3887,59.43,94.36,chat,teacher,discussion,Malware Injection,1
2025-07-17 12:08:43.229488,192.168.1.104,10.0.0.51,HTTPS,4493,6101,26.7,97.22,video,admin,discussion,Normal,0
2025-07-17 12:01:35.229488,192.168.1.154,10.0.0.206,HTTPS,956,7163,44.58,50.1,quiz,admin,discussion,Normal,0
2025-07-17 12:15:33.229488,192.168.1.131,10.0.0.217,HTTPS,1299,6625,16.33,39.26,video,teacher,submit_assignment,Normal,0
2025-07-17 12:10:01.229488,192.168.1.245,10.0.0.217,TCP,9820,5331,55.9,49.98,video,learner,stream,Normal,0
2025-07-17 12:03:13.229488,192.168.1.233,10.0.0.111,WebRTC,5185,6987,31.43,78.71,chat,admin,stream,Normal,0
2025-07-17 12:05:17.229488,192.168.1.78,10.0.0.216,TCP,9465,743,18.3,36.91,video,teacher,submit_assignment,Normal,0
2025-07-17 12:54:46.229488,192.168.1.194,10.0.0.70,HTTP,8496,1619,2.14,44.8,chat,learner,submit_assignment,Normal,0
2025-07-17 12:00:29.229488,192.168.1.58,10.0.0.52,WebRTC,7123,5954,47.69,53.27,quiz,teacher,submit_assignment,DDoS,1
2025-07-17 12:55:42.229488,192.168.1.70,10.0.0.140,HTTP,4922,3965,14.58,32.68,quiz,learner,login,Normal,0
2025-07-17 12:25:44.229488,192.168.1.79,10.0.0.168,WebRTC,2030,5695,45.77,47.55,lecture,teacher,submit_assignment,Normal,0
2025-07-17 12:39:26.229488,192.168.1.38,10.0.0.171,HTTPS,9708,221,35.21,78.0,lecture,admin,submit_assignment,Normal,0
2025-07-17 13:01:37.229488,192.168.1.236,10.0.0.5,HTTPS,5089,1978,46.17,54.35,chat,admin,submit_assignment,Normal,0
2025-07-17 12:19:08.229488,192.168.1.134,10.0.0.116,TCP,613,2680,50.58,67.99,lecture,learner,stream,Malware Injection,1
2025-07-17 13:03:33.229488,192.168.1.199,10.0.0.56,WebRTC,2775,7159,42.56,18.44,chat,teacher,login,Normal,0
2025-07-17 12:32:59.229488,192.168.1.224,10.0.0.167,WebRTC,3347,5114,18.22,91.58,lecture,learner,submit_assignment,Normal,0
2025-07-17 13:13:21.229488,192.168.1.160,10.0.0.90,WebRTC,430,2797,26.73,41.56,video,teacher,login,Normal,0
2025-07-17 12:05:19.229488,192.168.1.174,10.0.0.145,UDP,4920,3111,19.63,45.21,chat,learner,login,Spoofing,1
2025-07-17 12:01:27.229488,192.168.1.37,10.0.0.112,UDP,3818,7263,4.27,45.09,quiz,teacher,submit_assignment,Normal,0
2025-07-17 12:37:58.229488,192.168.1.131,10.0.0.203,HTTPS,2052,954,47.69,13.88,quiz,admin,stream,Spoofing,1
2025-07-17 12:35:38.229488,192.168.1.244,10.0.0.145,HTTP,6855,3654,42.7,22.73,lecture,admin,stream,Normal,0
2025-07-17 12:12:06.229488,192.168.1.251,10.0.0.28,HTTPS,9256,3826,34.28,61.78,lecture,learner,stream,Normal,0
2025-07-17 12:15:26.229488,192.168.1.199,10.0.0.51,TCP,3486,7514,14.16,33.11,chat,learner,login,DDoS,1
2025-07-17 12:37:19.229488,192.168.1.43,10.0.0.17,WebRTC,1105,5330,14.85,75.46,quiz,learner,submit_assignment,Normal,0
2025-07-17 12:55:14.229488,192.168.1.202,10.0.0.30,HTTP,3004,6323,19.8,34.84,video,admin,discussion,Normal,0
2025-07-17 13:12:36.229488,192.168.1.51,10.0.0.30,HTTP,1954,5551,22.58,5.5,quiz,admin,submit_assignment,Normal,0
2025-07-17 11:55:59.229488,192.168.1.194,10.0.0.96,HTTP,8139,5864,27.23,63.35,quiz,admin,login,Malware Injection,1
2025-07-17 12:13:17.229488,192.168.1.65,10.0.0.182,HTTP,7925,1529,40.06,70.83,lecture,admin,stream,Normal,0
2025-07-17 12:08:27.229488,192.168.1.236,10.0.0.66,HTTPS,2681,2576,25.16,31.02,quiz,learner,discussion,Spoofing,1
2025-07-17 12:39:01.229488,192.168.1.34,10.0.0.214,HTTPS,8813,7678,52.72,28.15,lecture,learner,discussion,Normal,0
2025-07-17 12:15:33.229488,192.168.1.29,10.0.0.173,HTTPS,5875,3995,29.86,70.86,chat,admin,discussion,Normal,0
2025-07-17 12:08:02.229488,192.168.1.86,10.0.0.251,HTTPS,6814,4805,30.12,11.31,quiz,admin,stream,Normal,0
2025-07-17 12:59:09.229488,192.168.1.132,10.0.0.226,UDP,8357,6565,21.42,96.24,quiz,learner,stream,Normal,0
2025-07-17 12:40:56.229488,192.168.1.169,10.0.0.68,HTTPS,7675,6936,45.18,28.55,chat,learner,submit_assignment,Normal,0
2025-07-17 12:31:46.229488,192.168.1.220,10.0.0.11,TCP,6475,1550,44.66,38.13,video,admin,submit_assignment,Normal,0
2025-07-17 12:34:49.229488,192.168.1.14,10.0.0.135,HTTPS,3240,5460,41.3,5.5,lecture,learner,login,Normal,0
2025-07-17 12:16:25.229488,192.168.1.252,10.0.0.90,HTTP,7309,5927,51.34,81.43,chat,learner,stream,Normal,0
2025-07-17 12:17:42.229488,192.168.1.170,10.0.0.153,HTTP,2140,5092,11.55,82.77,video,admin,login,Normal,0
2025-07-17 12:22:51.229488,192.168.1.51,10.0.0.237,WebRTC,5127,3888,31.55,39.94,chat,admin,stream,Normal,0
2025-07-17 12:07:43.229488,192.168.1.223,10.0.0.198,TCP,2427,3914,4.74,81.59,chat,teacher,stream,Normal,0
2025-07-17 13:11:32.229488,192.168.1.9,10.0.0.186,WebRTC,6537,2008,13.83,88.87,quiz,admin,discussion,Normal,0
2025-07-17 12:26:17.229488,192.168.1.252,10.0.0.33,UDP,2028,2868,30.31,66.91,video,admin,stream,Normal,0
2025-07-17 13:08:42.229488,192.168.1.15,10.0.0.100,TCP,2585,6417,29.94,70.45,video,teacher,stream,Normal,0
2025-07-17 12:35:13.229488,192.168.1.201,10.0.0.82,UDP,8152,5626,48.1,84.07,quiz,admin,stream,Normal,0
2025-07-17 11:58:09.229488,192.168.1.254,10.0.0.168,HTTP,1644,1171,23.1,72.11,quiz,learner,login,Malware Injection,1
2025-07-17 12:58:33.229488,192.168.1.54,10.0.0.202,HTTPS,8719,3038,36.53,17.07,chat,teacher,login,Normal,0
2025-07-17 12:33:11.229488,192.168.1.95,10.0.0.224,HTTP,8541,1255,49.59,99.4,video,teacher,login,Normal,0
2025-07-17 12:21:25.229488,192.168.1.220,10.0.0.60,HTTPS,8624,2026,32.94,72.92,lecture,learner,stream,Normal,0
2025-07-17 13:00:13.229488,192.168.1.242,10.0.0.89,TCP,7978,6145,33.98,23.12,video,teacher,stream,Normal,0
2025-07-17 12:54:35.229488,192.168.1.60,10.0.0.74,HTTPS,1774,2153,42.57,35.53,quiz,teacher,stream,Normal,0
2025-07-17 12:42:36.229488,192.168.1.246,10.0.0.70,UDP,5783,5000,33.34,48.18,video,admin,stream,Normal,0
2025-07-17 11:59:52.229488,192.168.1.125,10.0.0.60,HTTPS,4528,3981,25.92,58.75,chat,teacher,discussion,Normal,0
2025-07-17 12:39:42.229488,192.168.1.116,10.0.0.100,HTTPS,6394,6525,34.83,81.31,chat,learner,discussion,Normal,0
2025-07-17 12:35:37.229488,192.168.1.92,10.0.0.226,UDP,1620,4255,3.93,87.96,chat,teacher,discussion,Normal,0
2025-07-17 12:00:56.229488,192.168.1.62,10.0.0.36,WebRTC,1004,2876,27.75,73.17,chat,learner,submit_assignment,Normal,0
2025-07-17 12:32:44.229488,192.168.1.120,10.0.0.159,WebRTC,9828,3064,44.85,78.02,lecture,teacher,login,Normal,0
2025-07-17 13:09:01.229488,192.168.1.66,10.0.0.253,HTTPS,2583,2902,56.7,29.82,chat,teacher,discussion,Normal,0
2025-07-17 12:31:07.229488,192.168.1.185,10.0.0.232,TCP,6673,7391,57.99,83.4,lecture,learner,login,Normal,0
2025-07-17 12:37:55.229488,192.168.1.204,10.0.0.81,HTTP,648,7794,31.09,95.69,video,learner,stream,Normal,0
2025-07-17 12:16:33.229488,192.168.1.100,10.0.0.206,UDP,9062,395,10.75,63.29,video,admin,login,Normal,0
2025-07-17 12:24:46.229488,192.168.1.128,10.0.0.167,UDP,7856,5619,7.19,25.66,lecture,learner,login,Normal,0
2025-07-17 12:14:08.237836,192.168.1.117,10.0.0.196,UDP,9568,2560,29.63,85.11,lecture,admin,stream,Normal,0
2025-07-17 12:22:33.237836,192.168.1.3,10.0.0.210,UDP,4814,3166,42.3,96.08,chat,admin,stream,Normal,0
2025-07-17 11:55:27.237836,192.168.1.135,10.0.0.177,HTTPS,892,7659,17.11,84.61,chat,teacher,submit_assignment,Malware Injection,1
2025-07-17 13:05:53.237836,192.168.1.29,10.0.0.214,HTTP,542,2547,53.87,19.55,lecture,learner,discussion,Normal,0
2025-07-17 12:25:57.237836,192.168.1.144,10.0.0.125,HTTPS,7160,2397,25.2,69.97,lecture,admin,login,Normal,0
2025-07-17 12:24:26.237836,192.168.1.116,10.0.0.142,UDP,5319,2335,38.39,71.75,video,teacher,stream,Normal,0
2025-07-17 13:08:39.237836,192.168.1.60,10.0.0.20,HTTPS,1583,696,40.63,88.48,quiz,learner,stream,Spoofing,1
2025-07-17 12:30:28.237836,192.168.1.190,10.0.0.72,HTTP,1484,4076,21.36,17.11,chat,admin,submit_assignment,Normal,0
2025-07-17 12:58:39.237836,192.168.1.131,10.0.0.211,TCP,7732,1008,48.88,33.68,quiz,admin,login,Normal,0
2025-07-17 12:27:02.237836,192.168.1.21,10.0.0.17,HTTP,6579,930,5.33,75.25,quiz,admin,submit_assignment,Normal,0
2025-07-17 13:07:34.237836,192.168.1.165,10.0.0.54,HTTPS,7364,1804,31.3,22.56,quiz,admin,stream,Normal,0
2025-07-17 12:15:57.237836,192.168.1.119,10.0.0.20,HTTP,7999,1695,17.78,86.14,quiz,admin,discussion,Spoofing,1
2025-07-17 12:15:27.237836,192.168.1.169,10.0.0.247,WebRTC,6654,4081,2.63,46.03,lecture,learner,stream,DDoS,1
2025-07-17 13:14:09.237836,192.168.1.214,10.0.0.203,HTTPS,832,1421,51.38,99.59,lecture,admin,discussion,Normal,0
2025-07-17 12:20:11.237836,192.168.1.158,10.0.0.11,TCP,9750,7805,8.56,71.17,quiz,learner,discussion,Normal,0
2025-07-17 11:55:11.237836,192.168.1.9,10.0.0.130,UDP,5359,6025,47.87,88.62,lecture,admin,submit_assignment,Normal,0
2025-07-17 12:06:22.237836,192.168.1.38,10.0.0.34,HTTPS,5600,5123,5.03,50.46,chat,admin,discussion,Normal,0
2025-07-17 12:05:44.237836,192.168.1.157,10.0.0.27,UDP,4321,2472,56.43,66.15,chat,learner,submit_assignment,Normal,0
2025-07-17 12:49:48.237836,192.168.1.28,10.0.0.68,HTTPS,504,5534,58.74,26.33,chat,teacher,discussion,Normal,0
2025-07-17 12:54:12.237836,192.168.1.125,10.0.0.215,WebRTC,7553,2163,32.94,99.51,lecture,teacher,stream,Normal,0
2025-07-17 12:53:39.237836,192.168.1.232,10.0.0.227,WebRTC,1310,1308,28.24,93.91,lecture,teacher,stream,Normal,0
2025-07-17 12:46:37.237836,192.168.1.26,10.0.0.65,TCP,9337,6392,53.68,69.83,quiz,teacher,stream,Normal,0
2025-07-17 12:30:48.237836,192.168.1.129,10.0.0.76,UDP,2527,3312,5.05,59.77,video,teacher,discussion,Normal,0
2025-07-17 13:06:05.237836,192.168.1.84,10.0.0.129,HTTP,9374,154,45.11,89.14,quiz,teacher,discussion,Spoofing,1
2025-07-17 12:51:54.237836,192.168.1.221,10.0.0.230,HTTP,7709,7245,5.9,41.59,quiz,admin,login,Normal,0
2025-07-17 11:55:28.237836,192.168.1.107,10.0.0.153,HTTP,6763,3099,18.28,36.29,chat,admin,login,Normal,0
2025-07-17 12:03:58.237836,192.168.1.204,10.0.0.66,HTTPS,5524,858,44.45,50.93,lecture,teacher,submit_assignment,Normal,0
2025-07-17 12:20:20.237836,192.168.1.253,10.0.0.96,HTTP,7443,6421,34.48,97.86,video,admin,login,Normal,0
2025-07-17 12:50:49.237836,192.168.1.247,10.0.0.234,UDP,7468,3708,2.52,25.61,quiz,learner,discussion,Normal,0
2025-07-17 12:59:21.237836,192.168.1.166,10.0.0.58,UDP,4651,624,25.99,44.05,lecture,admin,stream,Normal,0
2025-07-17 12:48:13.237836,192.168.1.62,10.0.0.180,HTTPS,2375,6166,45.99,25.99,lecture,learner,login,Normal,0
2025-07-17 12:30:09.237836,192.168.1.84,10.0.0.229,WebRTC,5041,7227,37.68,58.36,video,learner,stream,Normal,0
2025-07-17 13:00:43.237836,192.168.1.88,10.0.0.29,HTTP,1995,6667,39.93,75.9,quiz,admin,login,Normal,0
2025-07-17 11:53:50.237836,192.168.1.202,10.0.0.243,TCP,269,7789,20.17,66.61,chat,teacher,stream,Normal,0
2025-07-17 12:42:30.237836,192.168.1.219,10.0.0.66,TCP,6415,4766,39.28,78.87,quiz,learner,submit_assignment,Normal,0
2025-07-17 12:16:49.237836,192.168.1.219,10.0.0.61,TCP,1141,5245,2.95,56.23,video,admin,submit_assignment,Normal,0
2025-07-17 12:41:50.237836,192.168.1.191,10.0.0.246,HTTP,7007,5780,40.96,30.07,lecture,admin,stream,Normal,0
2025-07-17 13:07:19.237836,192.168.1.156,10.0.0.209,TCP,6941,6313,9.42,11.05,video,admin,submit_assignment,Normal,0
2025-07-17 12:50:49.237836,192.168.1.128,10.0.0.197,HTTPS,3690,1562,13.7,41.23,video,teacher,stream,Malware Injection,1
2025-07-17 12:52:33.242720,192.168.1.130,10.0.0.187,HTTP,6289,4227,1.2,84.16,video,teacher,discussion,Normal,0
2025-07-17 12:00:12.242785,192.168.1.7,10.0.0.22,UDP,5080,3396,31.35,53.62,lecture,admin,stream,Normal,0
2025-07-17 13:05:30.242785,192.168.1.170,10.0.0.231,WebRTC,4765,4657,16.79,62.89,video,learner,login,Normal,0
2025-07-17 12:11:55.242785,192.168.1.19,10.0.0.195,UDP,9620,1232,39.48,41.4,lecture,admin,login,Normal,0
2025-07-17 12:08:20.243068,192.168.1.116,10.0.0.9,HTTP,4887,7955,9.88,78.32,chat,learner,stream,Normal,0
2025-07-17 12:48:55.243068,192.168.1.44,10.0.0.202,HTTPS,3044,2634,18.41,94.0,quiz,learner,stream,Normal,0
2025-07-17 12:53:02.243068,192.168.1.37,10.0.0.206,UDP,4606,3331,50.49,32.16,video,learner,login,Normal,0
2025-07-17 12:00:41.243068,192.168.1.154,10.0.0.55,TCP,1269,5063,2.12,58.4,quiz,teacher,stream,Normal,0
2025-07-17 12:36:43.243068,192.168.1.219,10.0.0.121,HTTP,5097,7829,32.38,84.8,lecture,teacher,login,Spoofing,1
2025-07-17 11:57:32.243068,192.168.1.248,10.0.0.164,HTTPS,1603,1613,58.73,16.89,lecture,admin,login,Normal,0
2025-07-17 11:59:36.243068,192.168.1.42,10.0.0.85,HTTPS,429,5908,57.77,56.94,quiz,teacher,submit_assignment,Normal,0
2025-07-17 12:09:53.243068,192.168.1.189,10.0.0.94,HTTPS,4373,7753,27.57,86.88,lecture,learner,login,Normal,0
2025-07-17 12:10:41.243068,192.168.1.33,10.0.0.150,HTTP,5981,6330,44.92,52.82,quiz,admin,discussion,Normal,0
2025-07-17 13:03:04.243068,192.168.1.114,10.0.0.146,WebRTC,1638,3340,49.69,66.57,chat,teacher,discussion,Normal,0
2025-07-17 12:10:35.243068,192.168.1.22,10.0.0.205,TCP,5759,4657,1.61,46.39,video,learner,submit_assignment,Normal,0
2025-07-17 12:24:27.243068,192.168.1.253,10.0.0.26,HTTP,6308,3825,2.14,23.72,chat,admin,login,Normal,0
2025-07-17 11:53:45.243068,192.168.1.29,10.0.0.122,UDP,9118,5190,33.74,53.77,video,teacher,submit_assignment,Normal,0
2025-07-17 12:03:30.243068,192.168.1.100,10.0.0.123,HTTPS,3713,4057,10.89,56.65,lecture,learner,discussion,Normal,0
2025-07-17 12:27:01.243068,192.168.1.103,10.0.0.13,HTTP,6768,5303,59.89,53.79,lecture,admin,login,Normal,0
2025-07-17 12:31:23.243068,192.168.1.82,10.0.0.250,WebRTC,1242,6638,15.44,20.14,chat,teacher,stream,Normal,0
2025-07-17 13:11:24.243068,192.168.1.244,10.0.0.114,UDP,8003,4092,3.06,15.71,lecture,teacher,submit_assignment,Normal,0
2025-07-17 13:13:38.243068,192.168.1.246,10.0.0.63,HTTP,1808,5845,47.59,99.24,chat,learner,login,Normal,0
2025-07-17 12:28:44.243068,192.168.1.203,10.0.0.55,TCP,959,4669,43.37,96.79,chat,learner,discussion,Normal,0
