@relation eMBB

@attribute X numeric
@attribute Seq numeric
@attribute Dur numeric
@attribute RunTime numeric
@attribute Mean numeric
@attribute Sum numeric
@attribute Min numeric
@attribute Max numeric
@attribute Proto {tcp}
@attribute sTos numeric
@attribute dTos numeric
@attribute sDSb {cs0}
@attribute dDSb {cs0}
@attribute sTtl numeric
@attribute dTtl numeric
@attribute sHops numeric
@attribute dHops numeric
@attribute Cause {Start,Status}
@attribute TotPkts numeric
@attribute SrcPkts numeric
@attribute DstPkts numeric
@attribute TotBytes numeric
@attribute SrcBytes numeric
@attribute DstBytes numeric
@attribute Offset numeric
@attribute sMeanPktSz numeric
@attribute dMeanPktSz numeric
@attribute Load numeric
@attribute SrcLoad numeric
@attribute DstLoad numeric
@attribute Loss numeric
@attribute SrcLoss numeric
@attribute DstLoss numeric
@attribute pLoss numeric
@attribute SrcGap numeric
@attribute DstGap numeric
@attribute Rate numeric
@attribute SrcRate numeric
@attribute DstRate numeric
@attribute State {CON}
@attribute SrcWin numeric
@attribute DstWin numeric
@attribute sVid {NA}
@attribute dVid {NA}
@attribute SrcTCPBase numeric
@attribute DstTCPBase numeric
@attribute TcpRtt numeric
@attribute SynAck numeric
@attribute AckDat numeric
@attribute UniqueID numeric
@attribute predicted {1:eMBB}
@attribute Label {Benign,Malicious}

@data
403335,14896,4.889252,4.889252,4.889252,4.889252,4.889252,4.889252,tcp,0,0,cs0,cs0,64,117,0,11,Status,147,25,122,176968,4031,172937,10287160,161.240005,1417.516357,286980.5313,6332.256836,280648.25,1,0,1,0.675676,0,0,29.861418,4.908726,24.748161,CON,875008,235008,NA,NA,1595369189,804588067,0.038956,0.020581,0.018375,1112830,1:eMBB,Benign
670244,4225,4.999976,4.999976,4.999976,4.999976,4.999976,4.999976,tcp,0,0,cs0,cs0,64,117,0,11,Status,241,42,199,288591,6345,282246,2106508,151.071426,1418.321655,459237.375,9910.447266,449326.9375,1,1,0,0.413223,0,0,48.000229,8.200039,39.600189,CON,1339904,134656,NA,NA,2276471274,383129855,0.042866,0.02067,0.022196,1125153,1:eMBB,Benign
648282,29592,0.963793,0.963793,0.963793,0.963793,0.963793,0.963793,tcp,0,0,cs0,cs0,64,117,0,11,Start,419,164,255,377435,22460,354975,16762312,136.951218,1392.058838,3120230.25,185301.2031,2934929,1,1,0,0.238095,0,0,433.703094,169.123459,263.542084,CON,791552,98560,NA,NA,3042380553,93723693,0.035104,0.020699,0.014405,1139068,1:eMBB,Benign
642438,26011,0.373653,0.373653,0.373653,0.373653,0.373653,0.373653,tcp,0,0,cs0,cs0,64,53,0,11,Start,23,14,9,4234,2378,1856,15877104,169.857147,206.222229,82622.10938,47295.21875,35326.89453,1,0,1,4.166667,0,0,58.878159,34.791637,21.410238,CON,69120,69120,NA,NA,2542815621,3847443821,0.052958,0.020948,0.03201,1140305,1:eMBB,Benign
365062,2909,4.977995,4.977995,4.977995,4.977995,4.977995,4.977995,tcp,0,0,cs0,cs0,64,117,0,11,Status,177,27,150,218333,3620,214713,2854180,134.074081,1431.420044,348361.9375,5602.255859,342759.6875,1,0,1,0.561798,0,0,35.355602,5.222986,29.93173,CON,889344,176128,NA,NA,4272474577,3957578651,0.034979,0.020783,0.014196,1323785,1:eMBB,Benign
340660,5731,4.578863,4.578863,4.578863,4.578863,4.578863,4.578863,tcp,0,0,cs0,cs0,64,117,0,11,Start,350,173,177,269103,16823,252280,990880,97.242775,1425.310791,467506.4375,29222.97461,438283.4688,2,0,2,0.568182,0,0,76.219795,37.563908,38.437489,CON,558080,77568,NA,NA,1193253475,2646975090,0.038993,0.020857,0.018136,2066580,1:eMBB,Benign
520519,903,1.414991,1.414991,1.414991,1.414991,1.414991,1.414991,tcp,0,0,cs0,cs0,64,52,0,12,Start,32,15,17,10108,2897,7211,150148,193.133331,424.176483,53659.70313,15287.72949,38371.97656,1,0,1,3.030303,0,0,21.908266,9.894055,11.307492,CON,109056,70400,NA,NA,2972474905,98859650,0.03991,0.021181,0.018729,2108503,1:eMBB,Benign
54698,1882,0.749826,0.749826,0.749826,0.749826,0.749826,0.749826,tcp,0,0,cs0,cs0,64,116,0,12,Start,40,20,20,14234,3914,10320,370952,195.699997,516,144278.7969,39678.53906,104600.2656,2,0,2,4.761905,0,0,52.012066,25.339212,25.339212,CON,108032,70400,NA,NA,3123984513,4001669432,0.034996,0.021845,0.013151,2160535,1:eMBB,Benign
652141,32917,4.986903,4.986903,4.986903,4.986903,4.986903,4.986903,tcp,0,0,cs0,cs0,64,117,0,11,Status,404,104,300,447297,11115,436182,17318924,106.875,1453.939941,715053.8125,17660.66016,697393.125,1,1,0,0.246914,0,0,80.811676,20.6541,59.95705,CON,1472000,124672,NA,NA,3728994613,176015288,0.036027,0.021001,0.015026,2183720,1:eMBB,Benign
529719,4156,4.887135,4.887135,4.887135,4.887135,4.887135,4.887135,tcp,0,0,cs0,cs0,64,117,0,11,Status,167,62,105,155242,5677,149565,1434664,91.564514,1424.428589,251643.5469,9144.007812,242499.5469,1,0,1,0.595238,0,0,33.966732,12.48175,21.280361,CON,1455104,108544,NA,NA,3818173330,2604586917,0.048904,0.020681,0.028223,2231019,1:eMBB,Benign
23241,54,0.447815,0.447815,0.447815,0.447815,0.447815,0.447815,tcp,0,0,cs0,cs0,64,53,0,11,Start,23,9,14,4715,3442,1273,9136,382.444458,90.928574,75799.15625,54665.42969,21133.72656,1,1,0,4.166667,0,0,49.12743,17.864519,29.029844,CON,180,438,NA,NA,1994857504,1983651554,0,0,0,2250357,1:eMBB,Benign
524259,4155,3.146716,3.146716,3.146716,3.146716,3.146716,3.146716,tcp,0,0,cs0,cs0,64,117,0,11,Start,854,423,431,656019,34873,621146,657284,82.442078,1441.174072,1663946.75,88450.30469,1575496.375,1,0,1,0.116959,0,0,271.076263,134.108063,136.650391,CON,1287680,87552,NA,NA,4063943724,3217581415,0.046038,0.020616,0.025422,2328150,1:eMBB,Benign
342370,7253,4.570925,4.570925,4.570925,4.570925,4.570925,4.570925,tcp,0,0,cs0,cs0,64,117,0,11,Status,211,104,107,155151,12689,142462,1268440,122.009613,1331.420532,269001.125,21994.67188,247006.4531,1,1,0,0.471698,0,0,45.942558,22.533731,23.190054,CON,356864,77568,NA,NA,3877696975,3692687814,0.044665,0.020968,0.023697,2373630,1:eMBB,Benign
473384.323404,419.462596,0.69658,0.397672,0.37277,0.640652,0.637367,0.447981,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.356198,10.512913,7.258111,3955.506404,1389.649616,5558.681757,80947.507324,130.276475,214.372267,175438.694916,30420.102417,160525.975713,1,0,1,4.56911,0,0,56.488896,20.736399,13.58898,CON,56448,64896,NA,NA,1761459982,1223058830,0.04884,0.053562,0.014437,22834.871008,1:eMBB,Benign
487747.716514,1270.897149,1.17564,2.115128,3.238951,1.350323,1.736897,1.278179,tcp,0,0,cs0,cs0,64,59,0,1,Start,176.954484,45.273902,200.440473,14503.626798,50071.634991,139656.939814,224918.823215,390.605613,935.310394,173653.636492,84439.895875,246809.139217,1,0.443212,0.495864,0.265464,0,0,82.986704,44.451601,40.441189,CON,56448,64896,NA,NA,1761459982,1223058830,0.025308,0.009814,0.014415,791222.93854,1:eMBB,Benign
480430.260093,1530.074845,0.600998,0.340694,0.662798,0.472258,0.468559,0.546216,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.672391,10.300406,9.651258,5159.711961,1108.712189,4087.089564,189558.218253,121.275077,321.281016,122200.346085,20958.546585,127010.134766,1,0,1,4.585016,0,0,33.669752,27.296282,27.396927,CON,56448,64896,NA,NA,1761459982,1223058830,0.016569,0.001265,0.015531,30373.712056,1:eMBB,Benign
537905.974152,717.796246,0.457843,0.682351,0.681908,0.419518,0.592716,0.45241,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.601437,9.93853,9.401368,5944.410961,651.819399,9272.657212,517854.326743,107.363155,491.272597,237299.787134,13612.46433,30932.359137,1,0,1,4.608575,0,0,50.121699,18.673614,28.466114,CON,56448,64896,NA,NA,1761459982,1223058830,0.016667,0.001763,0.020421,843510.551279,1:eMBB,Benign
569056.007295,2189.902963,0.334613,0.344114,0.377174,0.620257,0.333363,0.353272,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.940545,9.269865,9.868932,3677.235862,699.014,7609.10349,934321.321256,85.04804,911.571522,35723.909916,14038.805903,253154.152959,1,0,1,5.432276,0,0,35.421243,16.639797,19.339896,CON,56448,64896,NA,NA,1761459982,1223058830,0.022144,0.001339,0.023743,378677.341128,1:eMBB,Benign
515719.641388,771.622402,1.534944,2.443576,1.819666,1.752548,2.642415,1.661148,tcp,0,0,cs0,cs0,64,59,0,1,Start,296.715519,58.432371,119.721828,143271.355902,12212.254363,8538.911987,400574.583569,406.118771,733.149943,561198.733838,68334.451493,403386.820822,1,0.996523,0.760894,2.638139,0,0,39.36817,21.854372,48.57941,CON,56448,64896,NA,NA,1761459982,1223058830,0.026839,0.01234,0.014467,1011938.594084,1:eMBB,Benign
432728.703338,911.813992,0.34725,0.422024,0.481028,0.472991,0.482621,0.464361,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.080596,7.81223,10.670138,8999.820733,1122.77682,6115.456621,478301.121436,129.540742,228.478314,77510.3575,23902.159991,197918.486893,1,0,1,4.990716,0,0,37.464721,28.753522,31.966345,CON,56448,64896,NA,NA,1761459982,1223058830,0.037489,0.001477,0.019459,411256.171941,1:eMBB,Benign
536061.587783,2407.98181,0.490977,0.562843,0.690983,0.451454,0.418829,0.461175,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.52099,8.162024,9.313569,5332.211281,1042.637512,8907.322263,185261.679429,89.284292,541.633968,261312.775249,14528.30874,145914.194648,1,0,1,4.863955,0,0,48.161834,15.041481,27.825211,CON,56448,64896,NA,NA,1761459982,1223058830,0.017405,0.001319,0.015548,76925.184027,1:eMBB,Benign
460183.473222,85.66912,0.536206,0.295452,0.689131,0.365351,0.440292,0.694831,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.559227,10.902627,9.320629,5205.628759,1305.389981,2872.218916,66625.067935,130.480755,812.965587,126738.748841,17152.827183,41957.185758,1,0,1,5.210214,0,0,61.392608,21.302553,14.678024,CON,56448,64896,NA,NA,1761459982,1223058830,0.035395,0.026859,0.013849,14844.669126,1:eMBB,Benign
479892.11867,3826.820282,0.525185,0.261369,0.262527,0.682959,0.677159,0.596364,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.554759,8.418164,10.585964,12013.793561,1108.595669,9194.047719,333618.447513,126.771625,218.569727,144126.275953,25480.229747,323579.561474,1,0,1,4.763457,0,0,87.183495,17.780566,31.699961,CON,56448,64896,NA,NA,1761459982,1223058830,0.028032,0.00142,0.017218,916627.477282,1:eMBB,Benign
422189.924415,4204.00508,0.62829,0.544308,0.454763,0.629533,0.402537,0.205103,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.510522,9.511145,11.038471,5285.215728,1231.209644,3053.798022,912359.82756,120.802827,674.703858,265192.704525,20585.858763,152277.097233,1,0,1,4.618378,0,0,72.160848,27.11551,28.793759,CON,56448,64896,NA,NA,1761459982,1223058830,0.03247,0.001715,0.020276,530799.36202,1:eMBB,Benign
539109.870443,2569.214102,0.429242,0.435393,0.684614,0.452957,0.474838,0.48422,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.348077,8.168921,9.065504,4868.136838,1295.170323,11048.253266,1002099.224911,84.328044,1109.41304,195993.720793,14162.375773,134717.651524,1,0,1,5.442849,0,0,48.904467,21.879176,20.877106,CON,56448,64896,NA,NA,1761459982,1223058830,0.026524,0.001891,0.022174,1080283.173234,1:eMBB,Benign
430365.892532,231.118538,0.688273,0.464729,0.26293,0.373965,0.470783,0.681534,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.400545,10.356407,7.658912,4798.167045,1327.684116,3167.164802,66668.316661,130.346495,399.925768,192447.816031,29969.949527,168161.980428,1,0,1,5.076817,0,0,65.132169,29.918129,15.61833,CON,56448,64896,NA,NA,1761459982,1223058830,0.031794,0.045821,0.014372,19118.29484,1:eMBB,Benign
498775.943668,2975.185461,1.333833,1.937929,0.923094,2.11149,2.800812,2.916934,tcp,0,0,cs0,cs0,64,59,0,1,Start,54.920195,94.07679,212.672543,83752.565454,29232.675778,102726.000991,625605.473951,337.85069,734.330533,62859.421651,66663.953652,401149.609693,1,0.592368,0.836925,1.924469,0,0,70.46965,44.690225,38.468001,CON,56448,64896,NA,NA,1761459982,1223058830,0.030545,0.017606,0.014227,171605.991179,1:eMBB,Benign
431648.599439,89.424395,0.335833,0.680432,0.413472,0.283314,0.415065,0.250104,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.423578,10.258612,8.763368,6437.288743,1308.250407,3849.536941,32225.122921,131.165799,455.932429,173347.490137,23803.542157,122327.781509,1,0,1,4.59031,0,0,44.365743,21.589662,17.272694,CON,56448,64896,NA,NA,1761459982,1223058830,0.034131,0.028644,0.014032,27606.113093,1:eMBB,Benign
515574.330513,2298.577364,0.625754,0.51893,0.528955,0.489043,0.4104,0.70323,tcp,0,0,cs0,cs0,64,59,0,1,Start,18.445257,9.698307,9.61236,3349.614714,623.15699,2634.087982,915986.738758,95.085097,1108.170215,261930.965487,13734.383165,237564.514096,1,0,1,5.015017,0,0,29.683486,22.136622,27.739554,CON,56448,64896,NA,NA,1761459982,1223058830,0.016805,0.001995,0.022533,961022.552404,1:eMBB,Benign
557291.399831,2666.735632,0.381949,0.63436,0.703126,0.321631,0.444607,0.401968,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.98774,9.590698,9.722053,8784.51423,603.263134,10581.131072,350465.160967,127.740407,1055.810215,185931.074485,13607.652166,115609.480566,1,0,1,4.553871,0,0,31.523583,17.341025,28.328188,CON,56448,64896,NA,NA,1761459982,1223058830,0.020776,0.00132,0.023245,203490.950956,1:eMBB,Benign
550166.451243,1476.477831,0.562234,0.637998,0.607701,0.414245,0.562674,0.58275,tcp,0,0,cs0,cs0,64,59,0,1,Start,18.167668,8.371846,9.061209,6542.328851,1333.952066,3674.417892,480239.419838,67.768377,884.005796,227567.096084,14476.076273,131553.799702,1,0,1,5.263753,0,0,32.687734,19.50407,13.179443,CON,56448,64896,NA,NA,1761459982,1223058830,0.019783,0.001329,0.018166,425256.641188,1:eMBB,Benign
393623.793178,132.999649,0.237903,0.305309,0.445392,0.446895,0.527579,0.578337,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.659472,10.57145,8.33298,5846.799671,1379.314997,5689.625395,134772.131565,130.366718,636.386369,42531.997267,22925.23755,135902.811699,1,0,1,5.511268,0,0,44.358556,16.702108,25.075989,CON,56448,64896,NA,NA,1761459982,1223058830,0.06824,0.027313,0.014425,31687.40586,1:eMBB,Benign
390761.789257,1322.062346,0.28599,0.683269,0.246452,0.506389,0.669107,0.371636,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.310787,7.546256,11.39102,11860.759819,1052.034119,3791.661847,599736.252666,130.361192,434.817797,303503.887442,16350.949758,307076.102564,1,0,1,4.889026,0,0,49.707119,23.005029,21.330134,CON,56448,64896,NA,NA,1761459982,1223058830,0.025889,0.002483,0.018467,152140.884933,1:eMBB,Benign
498880.581307,1222.417226,1.771206,1.502513,0.809299,3.206574,1.024796,1.993725,tcp,0,0,cs0,cs0,64,59,0,1,Start,319.815496,112.82912,103.649371,24401.123798,21118.357586,120973.358251,574103.566485,413.447368,493.685259,372097.137321,24914.490134,476521.360262,1,0.207926,0.684528,1.830692,0,0,110.274537,30.20155,62.830754,CON,56448,64896,NA,NA,1761459982,1223058830,0.033771,0.014145,0.014415,833418.187654,1:eMBB,Benign
465631.562026,640.914326,0.338185,0.402639,0.533049,0.312279,0.513126,0.237761,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.268032,10.018147,7.842429,4596.267775,1367.324773,6006.399981,68502.200989,131.295847,194.858445,153189.103259,34975.860306,40582.398828,1,0,1,4.841742,0,0,48.09267,25.602908,17.584108,CON,56448,64896,NA,NA,1761459982,1223058830,0.05551,0.038315,0.013899,24358.122939,1:eMBB,Benign
325798.750518,2235.934318,0.35074,0.323075,0.689813,0.289257,0.656275,0.47076,tcp,0,0,cs0,cs0,64,59,0,1,Start,18.553473,10.98126,8.613689,5000.354858,1126.400606,1969.413813,281032.013339,115.366311,255.599037,89145.413985,27665.216021,34837.257423,1,0,1,5.075548,0,0,53.828787,35.731698,18.198313,CON,56448,64896,NA,NA,1761459982,1223058830,0.016831,0.001275,0.015673,34362.743921,1:eMBB,Benign
491294.495521,2598.03469,0.552362,0.672176,0.708988,0.516297,0.358505,0.652071,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.00602,9.12316,9.066352,6736.538473,595.54595,5423.06394,243894.235424,127.122538,200.654235,89762.058734,13952.062639,247047.50224,1,0,1,5.023926,0,0,43.321433,15.901301,28.457405,CON,56448,64896,NA,NA,1761459982,1223058830,0.01971,0.001987,0.021827,994979.794857,1:eMBB,Benign
429622.724599,245.234865,0.582008,0.417993,0.699461,0.392859,0.29434,0.353867,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.198254,10.09814,8.620071,6158.284227,1393.939244,4261.679169,109486.787031,130.932424,466.274019,177089.683218,32982.424483,61799.935964,1,0,1,4.871636,0,0,67.98515,22.449228,16.236246,CON,56448,64896,NA,NA,1761459982,1223058830,0.024894,0.035063,0.014519,58555.159553,1:eMBB,Benign
368435.319216,5183.18242,0.516219,0.206191,0.345913,0.575249,0.572528,0.415119,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.086121,10.718677,10.799849,12037.793977,1148.118164,8875.789895,357738.451625,129.120758,1021.693221,141209.830773,27781.696523,425664.802624,1,0,1,4.706647,0,0,64.336297,28.87162,23.497183,CON,56448,64896,NA,NA,1761459982,1223058830,0.026511,0.002902,0.026696,461792.238501,1:eMBB,Benign
388511.473746,151.55928,0.419947,0.331398,0.457699,0.36351,0.416535,0.635106,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.82643,10.99443,9.892514,5905.535136,1440.598412,3232.059534,130197.868289,129.580364,752.15824,170115.054928,16892.236527,43077.235331,1,0,1,5.094491,0,0,56.577874,34.932046,21.611737,CON,56448,64896,NA,NA,1761459982,1223058830,0.054259,0.020469,0.013821,67819.014016,1:eMBB,Benign
136908.33025,2243.707021,0.505117,0.433141,0.460788,0.580925,0.324386,0.345861,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.708802,10.082514,8.105138,3942.109956,1297.307315,4412.330311,296465.493774,122.508231,240.345619,87899.487254,18232.960837,32339.371303,1,0,1,5.223756,0,0,31.874572,34.268405,14.588601,CON,56448,64896,NA,NA,1761459982,1223058830,0.016101,0.001289,0.015626,55411.298853,1:eMBB,Benign
180024.578182,1309.896388,0.314594,0.569848,0.608021,0.474664,0.653967,0.630184,tcp,0,0,cs0,cs0,64,59,0,1,Start,18.316331,10.261785,9.536603,3342.026957,1113.741479,2049.753959,282865.774136,127.337979,260.398595,83418.013147,17053.961894,112705.282175,1,0,1,4.664326,0,0,61.68149,18.437289,23.510518,CON,56448,64896,NA,NA,1761459982,1223058830,0.016635,0.001258,0.015812,81663.633298,1:eMBB,Benign
59843.752638,1802.551887,0.339219,0.469414,0.654979,0.45501,0.677438,0.67216,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.731407,10.998027,9.167026,4768.326894,1398.610101,4388.613516,208022.960696,113.183781,547.637661,52881.141219,22197.302992,131485.406779,1,0,1,4.670582,0,0,47.075021,28.055067,13.254477,CON,56448,64896,NA,NA,1761459982,1223058830,0.016969,0.001297,0.014953,73044.448906,1:eMBB,Benign
487088.811293,2589.110465,0.53734,0.36974,0.257944,0.708564,0.282151,0.53218,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.344651,10.918745,8.236638,5023.01042,1103.278624,3774.643799,310062.786274,112.195472,571.500529,147503.594917,30804.020982,49231.610589,1,0,1,5.257834,0,0,44.906553,19.509225,13.557184,CON,56448,64896,NA,NA,1761459982,1223058830,0.017113,0.001267,0.015583,72721.303211,1:eMBB,Benign
357650.448465,344.491237,0.697177,0.391576,0.456986,0.577654,0.324738,0.393616,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.84618,10.445046,9.989493,6759.824772,1347.782586,4749.613945,55543.685209,130.337429,193.802546,107676.640739,39692.562753,36925.628809,1,0,1,4.983713,0,0,56.279882,18.794139,21.949523,CON,56448,64896,NA,NA,1761459982,1223058830,0.042921,0.054821,0.014044,16949.492412,1:eMBB,Benign
330376.527765,1334.426521,0.463125,0.37519,0.51373,0.465113,0.686381,0.334597,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.453145,10.021739,8.648309,4933.562249,1162.216638,4855.454553,187087.618662,121.074578,223.473346,127380.125225,20510.514551,115023.924116,1,0,1,4.930158,0,0,65.730165,35.206678,16.230655,CON,56448,64896,NA,NA,1761459982,1223058830,0.017091,0.001255,0.015873,48762.530786,1:eMBB,Benign
265170.032283,2908.747442,0.524559,0.473608,0.421137,0.309686,0.570626,0.359669,tcp,0,0,cs0,cs0,64,59,0,1,Start,19.279334,10.527916,9.971469,4049.407686,1188.393392,4850.455574,259905.720843,127.764855,348.719183,147137.906214,27488.315838,76387.064722,1,0,1,4.694397,0,0,33.667727,21.042562,25.155098,CON,56448,64896,NA,NA,1761459982,1223058830,0.01705,0.001281,0.01502,76641.922077,1:eMBB,Benign
539522.972293,1412.200717,0.407524,0.575493,0.459969,0.305075,0.540072,0.378098,tcp,0,0,cs0,cs0,64,59,0,1,Start,20.327844,10.37324,9.142539,8701.349291,808.563388,8770.551382,330261.362332,96.522473,329.429122,77178.503215,14182.343129,211449.225252,1,0,1,5.28726,0,0,34.170752,20.86533,12.867297,CON,56448,64896,NA,NA,1761459982,1223058830,0.02362,0.001537,0.02009,235266.905655,1:eMBB,Benign
496242.894665,1539.047781,0.629689,0.533355,0.480555,0.380085,0.411421,0.500491,tcp,0,0,cs0,cs0,64,59,0,1,Start,17.274719,8.225865,9.630781,11444.752086,628.492675,10488.485192,363935.99853,106.276512,519.724722,254400.516365,14171.59395,248316.097984,1,0,1,4.593328,0,0,49.663572,14.193038,27.523407,CON,56448,64896,NA,NA,1761459982,1223058830,0.025462,0.001379,0.023987,563987.066488,1:eMBB,Benign
