@relation 'mMTC-weka.filters.unsupervised.attribute.StringToNominal-R11,15,17,42,46'

@attribute X numeric
@attribute Seq numeric
@attribute Dur numeric
@attribute RunTime numeric
@attribute Mean numeric
@attribute Sum numeric
@attribute Min numeric
@attribute Max numeric
@attribute Proto {tcp}
@attribute sTos numeric
@attribute dTos {0,NA}
@attribute sDSb {cs0}
@attribute dDSb {cs0,ef}
@attribute sTtl numeric
@attribute dTtl {64,NA,47,53,63,116,117,62,52,54,59}
@attribute sHops numeric
@attribute dHops {0,NA,17,11,1,12,2,10,5}
@attribute Cause {Status,Start}
@attribute TotPkts numeric
@attribute SrcPkts numeric
@attribute DstPkts numeric
@attribute TotBytes numeric
@attribute SrcBytes numeric
@attribute DstBytes numeric
@attribute Offset numeric
@attribute sMeanPktSz numeric
@attribute dMeanPktSz numeric
@attribute Load numeric
@attribute SrcLoad numeric
@attribute DstLoad numeric
@attribute Loss numeric
@attribute SrcLoss numeric
@attribute DstLoss numeric
@attribute pLoss numeric
@attribute SrcGap numeric
@attribute DstGap numeric
@attribute Rate numeric
@attribute SrcRate numeric
@attribute DstRate numeric
@attribute State {CON,ACC,FIN,REQ,RST}
@attribute SrcWin numeric
@attribute DstWin {68608,NA,134,64256,66816,5549,32256,140,154624,154,31104,2307,1050,239872,268544,173,144,35456,87552,67840,457,171520,268032,250368,254976,4459,72448,119040,33280,235008,197120,98560,8290304,879,177,2056,65024,64896,64240,8340480}
@attribute sVid {NA}
@attribute dVid {NA}
@attribute SrcTCPBase numeric
@attribute DstTCPBase {2623059431,NA,1618367425,529769650,3273577305,3442218893,1179797830,2623058727,2646845546,3441991458,3796999830,4073124279,98961977,756645181,3442102868,3441975142,1983668627,3442251959,3441351988,3577407314,2646845018,3913209256,24250418,4073128551,2646847274,2623059831,3441043043,3442035050,3441763919,3368322417,1618368833,3439776570,2286857734,1552586432,4236896213,439571066,3577412242,3797002468,4269091479,3577408130,3704604840,692682252,4073125735,3940739406,3442224041,3940737550,3439708558,3441283855,2646842778,3577406866,3441526479,3442263742,1656426876,300625156,2047070633,3441197362,1618366209,1509796360,600545481,281349486,4186203202,3441679730,3577409170,768703832,3577412002,3577410242,3441953195,3940739710,2623061159,2185790700,3577410850,1618367985,3439419018,3442477472,3940738830,2623062439,3441207803,3577408738,1552588128,1552585152,3441614351,4186204610,3577407810,3440982876,3441521253,1673974281,540232519,2646841354,3141419241,3441125372,874839893,4214115615,4186203650,2646841882,1084444347,2045176943,3441784812,657945014,2646844218,3442124327,1618366849,2100118556,2065148897,3441158586,2623060855,3753329624,3439871217,3531690109,3439864606,4073125239,1618366337,3442515505,1552585856,3441334394,3442057947,2646841210,3442164456,839432280,4186204098,4073124855,2623061687,2646842266,3940740654,1285846413,3442024676,3441019802,1444633489,3439954723,3940737886,756521142,3441925232,3441642283,1552585600,2623060343,3940738318,2428864111,3441295688,1552587248,1615481983,3940740238,3442069638,4105726333,1128974712,3577409842,3439647754,2646843610,3593292603,962388224,2839484865,3638912401,159942573,3323186389,1885976398,148643644,2778664688,815989983,4063690350,1793645307,2076573445,2485182084,4249469255,1770455180,1270254236,2304673556,3222166808,303629319,413781185,3949837814,3745700385,903058259,3367101079,797401319,208389319,217701467,3192194173,1242701635,2325284512,3443415128,1570665862,231587869,2295422330,3770882414,3492268361,2417296601,3896695899,3007803862,1816741251,1246870264,2863574280,217518455,286199307,2619245964,3664789015,2615705310,1816584808,3679354734,3770828215,4082246075,3322347925,2760399599,4010522256,3240126856,3985396105,2108050575,2879777071,592495768,927077980,1993368014,84397867,3182779537,2297706118,2567675299,172856051,2147325254,1019199526,3904310848,4100043985,2486941597,524082337,2047566919,357044174,312834748,984125613,1937526000,1170206457,3265196299,1891533617,2563185787,2535454543,393441307,776064307,523870518,3134247307,973055414,2301859857,763929041,3745196438,76467660,1817362642,530492530,2718763902,3683555807,1321992673,408190634,4164207139,967510774,881782116,3875667404,1805713927,1774819050,4291264145,3812407581,293631260,42770686,3047371703,2756002450,1516998667,884062204,3060803329,623700093,2122940027,3241340223,1511629268,903415644,637746245,4102078946,2234694459,2975324776,2937466254,2017422222,3552433119,4252005320,2059268501,4150003274,4143569582,221974601,4127135294,3609927,3432934240,2905999387,277587685,2698876801,1795422488,113290994,3690452508,152788678,3734478476,3320807156,865045336,3486807883,3603138898,3655079853,3078765745,3550200254,2296221915,1478906598,148517648,806315053,1137659642,2803529972,4183012070,3203251038,608906108,1548742166,3469907244,4127285479,1481456278}
@attribute TcpRtt numeric
@attribute SynAck numeric
@attribute AckDat numeric
@attribute UniqueID numeric
@attribute predicted {2:mMTC}
@attribute Label {Benign,Malicious}

@data
486390,81,4.377008,4.377008,4.377008,4.377008,4.377008,4.377008,tcp,0,0,cs0,cs0,64,64,0,0,Status,28,18,10,3512,1700,1812,27452,94.444443,181.199997,5916.370117,2935.338623,2981.031738,9,4,5,24.324324,0,0,6.168597,3.883932,2.056199,CON,152,154,NA,NA,2254000865,4073124279,0,0,0,53724,2:mMTC,Benign
235660,71813,1.924618,1.924618,1.924618,1.924618,1.924618,1.924618,tcp,0,0,cs0,cs0,64,63,0,1,Start,17,9,8,5490,1160,4330,15781520,128.888885,541.25,20039.30078,4289.682617,15749.61914,1,1,0,5.555556,0,0,8.313338,4.156669,3.637085,CON,75776,31104,NA,NA,1800308718,98961977,0.160051,0.110213,0.049838,53736,2:mMTC,Benign
38768,1,0.088003,0.088003,0.088003,0.088003,0.088003,0.088003,tcp,0,0,cs0,cs0,53,64,11,0,Status,27,16,11,10070,2931,7139,661088,183.1875,649,839789.5625,249809.6563,589979.875,1,0,1,3.571429,0,0,295.444458,170.44873,113.632484,CON,1050,2307,NA,NA,87502201,756645181,0,0,0,59688,2:mMTC,Benign
38169,7,4.746594,4.746594,4.746594,4.746594,4.746594,4.746594,tcp,0,0,cs0,cs0,64,116,0,12,Status,52,20,32,24403,11139,13264,586036,556.950012,414.5,39494.42578,17836.79102,21657.63477,2,1,1,3.703704,0,0,10.744547,4.00287,6.530999,CON,4094,5549,NA,NA,1094904071,3442102868,0,0,0,65918,2:mMTC,Benign
37628,7,4.330469,4.330469,4.330469,4.330469,4.330469,4.330469,tcp,0,0,cs0,cs0,64,116,0,12,Status,51,20,31,24342,11127,13215,522540,556.349976,426.290314,43154.67969,19528.59961,23626.07813,1,1,0,1.923077,0,0,11.546093,4.387516,6.927656,CON,4094,5549,NA,NA,1094709578,3441975142,0,0,0,75394,2:mMTC,Benign
38647,18,1.446607,1.446607,1.446607,1.446607,1.446607,1.446607,tcp,0,0,cs0,cs0,64,53,0,11,Status,25,10,15,4934,3556,1378,645624,355.600006,91.866669,24819.45703,17702.11328,7117.344238,2,1,1,7.407407,0,0,16.590546,6.221455,9.677818,CON,180,1050,NA,NA,1994933979,1983668627,0,0,0,84704,2:mMTC,Benign
38786,7,4.446743,4.446743,4.446743,4.446743,4.446743,4.446743,tcp,0,0,cs0,cs0,64,116,0,12,Status,62,26,36,23386,14463,8923,663268,556.269226,247.861115,40628.38672,25019.66016,15608.72754,1,1,0,1.587302,0,0,13.717905,5.622092,7.870929,CON,4094,5549,NA,NA,1095127689,3442251959,0,0,0,84832,2:mMTC,Benign
678505,13375,0.102712,0.102712,0.102712,0.102712,0.102712,0.102712,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,3270744,74,0,5763.688965,5763.688965,0,2,2,0,50,0,0,9.735961,9.735961,0,ACC,16776960,NA,NA,NA,2473321567,NA,0,0,0,91724,2:mMTC,Benign
34817,7,4.498744,4.498744,4.498744,4.498744,4.498744,4.498744,tcp,0,0,cs0,cs0,64,53,0,11,Status,49,20,29,18291,11151,7140,170288,557.549988,246.206894,31098.45703,18839.03516,12259.42188,1,1,0,2,0,0,10.669644,4.223401,6.223959,CON,4094,5549,NA,NA,1093752018,3441351988,0,0,0,94359,2:mMTC,Benign
727027,158,4.980859,4.980859,4.980859,4.980859,4.980859,4.980859,tcp,0,0,cs0,cs0,64,64,0,0,Status,44,30,14,4920,3004,1916,47304,100.133331,136.857147,7523.200684,4664.255859,2858.944824,15,8,7,25.423729,0,0,8.633049,5.822289,2.609992,CON,69632,68608,NA,NA,27034750,3577407314,0.111517,0.056258,0.055259,95975,2:mMTC,Benign
728197,710,2.812675,2.812675,2.812675,2.812675,2.812675,2.812675,tcp,0,0,cs0,cs0,64,64,0,0,Status,40,26,14,4464,2484,1980,214284,95.53846,141.428574,12025.5625,6794.955078,5230.60791,13,6,7,24.528302,0,0,13.865804,8.888336,4.621934,CON,70656,68608,NA,NA,1511579623,2646845018,0.13948,0.105282,0.034198,101356,2:mMTC,Benign
43568,3956,4.982183,4.982183,4.982183,4.982183,4.982183,4.982183,tcp,0,0,cs0,cs0,64,117,0,11,Status,87,29,58,86575,6158,80417,1342564,212.344833,1386.5,136449.4219,9547.62207,126901.8047,1,1,0,1.136364,0,0,17.261509,5.620027,11.440768,CON,523264,239872,NA,NA,3403723016,3913209256,0.034708,0.020941,0.013767,103222,2:mMTC,Benign
536632,4464,4.999205,4.999205,4.999205,4.999205,4.999205,4.999205,tcp,0,0,cs0,cs0,64,117,0,11,Status,78,20,58,84306,3119,81187,2460508,155.949997,1399.775879,132424.25,4743.154297,127681.1016,1,0,1,1.265823,0,0,15.402449,3.800604,11.401813,CON,1425408,268544,NA,NA,2150364616,24250418,0.051999,0.020555,0.031444,118917,2:mMTC,Benign
486890,330,1.393618,1.393618,1.393618,1.393618,1.393618,1.393618,tcp,0,0,cs0,cs0,64,64,0,0,Status,8,4,4,872,584,288,95268,146,72,3754.256836,2514.318848,1239.93811,2,2,0,20,0,0,5.022897,2.15267,2.15267,CON,163,173,NA,NA,2254005089,4073128551,0,0,0,124335,2:mMTC,Benign
402261,24943,0.104063,0.104063,0.104063,0.104063,0.104063,0.104063,tcp,0,NA,cs0,?,53,NA,11,NA,Status,2,2,0,148,148,0,10074140,74,0,5688.861816,5688.861816,0,2,2,0,50,0,0,9.609564,9.609564,0,ACC,16776960,NA,NA,NA,3792648446,NA,0,0,0,157151,2:mMTC,Benign
728300,879,1.149371,1.149371,1.149371,1.149371,1.149371,1.149371,tcp,0,0,cs0,cs0,64,64,0,0,Status,8,4,4,872,584,288,230064,146,72,4552.055176,3048.624023,1503.43103,2,2,0,20,0,0,6.090288,2.610123,2.610123,CON,144,144,NA,NA,1511582039,2646847274,0,0,0,158321,2:mMTC,Benign
727465,483,3.340735,3.340735,3.340735,3.340735,3.340735,3.340735,tcp,0,0,cs0,cs0,64,64,0,0,Status,42,28,14,4564,2744,1820,110620,98,130,10383.34375,6336.330078,4047.013672,14,7,7,25,0,0,12.272749,8.082054,3.891359,CON,69632,68608,NA,NA,1416618747,2623059831,0.118435,0.077332,0.041103,161611,2:mMTC,Benign
33758,7,4.599182,4.599182,4.599182,4.599182,4.599182,4.599182,tcp,0,0,cs0,cs0,64,53,0,11,Status,53,24,29,18529,11395,7134,35156,474.791656,246,30977.68164,18996.42188,11981.26074,2,1,1,3.636364,0,0,11.306358,5.000889,6.088039,CON,4094,5549,NA,NA,1093286149,3441043043,0,0,0,163041,2:mMTC,Benign
37886,7,4.595432,4.595432,4.595432,4.595432,4.595432,4.595432,tcp,0,0,cs0,cs0,64,53,0,11,Status,67,27,40,30192,14541,15651,552944,538.555542,391.274994,50942.76563,24377.25195,26565.51172,2,1,1,2.898551,0,0,14.362089,5.657793,8.486689,CON,4094,5549,NA,NA,1094799131,3442035050,0,0,0,165370,2:mMTC,Benign
36470,7,4.624487,4.624487,4.624487,4.624487,4.624487,4.624487,tcp,0,0,cs0,cs0,64,53,0,11,Status,53,24,29,18650,11427,7223,378952,476.125,249.06897,31008.8457,18944.37109,12064.47363,2,1,1,3.636364,0,0,11.244491,4.973525,6.054726,CON,4094,5549,NA,NA,1094380939,3441763919,0,0,0,169305,2:mMTC,Benign
402262,24942,0.103614,0.103614,0.103614,0.103614,0.103614,0.103614,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,10074344,74,0,5713.513672,5713.513672,0,2,2,0,50,0,0,9.651205,9.651205,0,ACC,16776960,NA,NA,NA,401492396,NA,0,0,0,174893,2:mMTC,Benign
399712,24942,0.123784,0.123784,0.123784,0.123784,0.123784,0.123784,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,9584864,74,0,4782.524414,4782.524414,0,2,2,0,50,0,0,8.078588,8.078588,0,ACC,16776960,NA,NA,NA,401492396,NA,0,0,0,181517,2:mMTC,Benign
350996,1350,1.954929,1.954929,1.954929,1.954929,1.954929,1.954929,tcp,0,0,cs0,cs0,64,62,0,2,Start,34,18,16,12442,2573,9869,333404,142.944443,616.8125,47813.5,9948.1875,37865.3125,2,0,2,5.555556,0,0,16.880409,8.695968,7.672913,CON,90112,35456,NA,NA,1079057860,3368322417,0.015977,0.001171,0.014806,183031,2:mMTC,Benign
728207,865,1.901015,1.901015,1.901015,1.901015,1.901015,1.901015,tcp,0,0,cs0,cs0,64,64,0,0,Status,26,16,10,2836,1440,1396,216068,90,139.600006,10970.98145,5681.175293,5289.805664,8,3,5,23.529412,0,0,13.150869,7.890522,4.734313,CON,184,134,NA,NA,2043687819,1618368833,0,0,0,191865,2:mMTC,Benign
357834,5894,0.103942,0.103942,0.103942,0.103942,0.103942,0.103942,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,1429072,74,0,5695.483887,5695.483887,0,2,2,0,50,0,0,9.62075,9.62075,0,ACC,16776960,NA,NA,NA,3117700543,NA,0,0,0,195469,2:mMTC,Benign
369177,10712,0.123067,0.123067,0.123067,0.123067,0.123067,0.123067,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,3638348,74,0,4810.387695,4810.387695,0,2,2,0,50,0,0,8.125655,8.125655,0,ACC,16776960,NA,NA,NA,876149913,NA,0,0,0,201141,2:mMTC,Benign
28701,10,4.586471,4.586471,4.586471,4.586471,4.586471,4.586471,tcp,0,0,cs0,cs0,64,116,0,12,Status,58,27,31,24640,11397,13243,521592,422.111115,427.193542,41497.69922,19143.25781,22354.44141,1,0,1,1.694915,0,0,12.427855,5.668847,6.540977,CON,3645,5549,NA,NA,1091370674,3439776570,0,0,0,204880,2:mMTC,Benign
43565,4637,4.94339,4.94339,4.94339,4.94339,4.94339,4.94339,tcp,0,0,cs0,cs0,64,117,0,11,Status,79,17,62,89819,2911,86908,1289192,171.235291,1401.741943,142812.125,4434.204102,138377.9219,1,0,1,1.25,0,0,15.778646,3.236645,12.33971,CON,420352,87552,NA,NA,2929278840,2286857734,0.036054,0.021837,0.014217,211939,2:mMTC,Benign
487432,626,4.931856,4.931856,4.931856,4.931856,4.931856,4.931856,tcp,0,0,cs0,cs0,64,64,0,0,Status,44,28,16,5304,2616,2688,172232,93.428574,168,8180.287109,4092.576904,4087.710449,14,6,8,24.137931,0,0,8.718827,5.474612,3.041451,CON,70656,68608,NA,NA,205947941,1552586432,0.070359,0.039237,0.031122,216242,2:mMTC,Benign
521617,1837,4.803965,4.803965,4.803965,4.803965,4.803965,4.803965,tcp,0,0,cs0,cs0,64,52,0,12,Start,24,10,14,13673,1912,11761,295840,191.199997,840.071411,21052.60742,2865.96582,18186.64258,5,0,5,17.241379,0,0,4.787712,1.873452,2.706098,CON,97792,67840,NA,NA,1950632533,4236896213,0.050223,0.021312,0.028911,221805,2:mMTC,Benign
2132,20,0.636942,0.636942,0.636942,0.636942,0.636942,0.636942,tcp,0,0,cs0,cs0,64,116,0,12,Status,12,6,6,2273,999,1274,206592,166.5,212.333328,23801.22461,10462.49023,13338.7334,1,0,1,7.692308,0,0,17.270018,7.850008,7.850008,CON,621,457,NA,NA,188199833,439571066,0,0,0,229446,2:mMTC,Benign
727073,158,0.330057,0.330057,0.330057,0.330057,0.330057,0.330057,tcp,0,0,cs0,cs0,64,64,0,0,Status,4,2,2,424,292,132,54120,146,66,5138.506348,3538.782715,1599.723755,1,1,0,20,0,0,9.089339,3.02978,3.02978,CON,70656,68608,NA,NA,27038846,3577412242,0.111517,0.056258,0.055259,252285,2:mMTC,Benign
680549,7481,0.247851,0.247851,0.247851,0.247851,0.247851,0.247851,tcp,0,0,cs0,cs0,64,116,0,12,Status,28,11,17,11895,8052,3843,3560128,732,226.058823,353018.5625,236270.9844,116747.5625,1,1,0,3.448276,0,0,108.936417,40.346821,64.554916,CON,113664,171520,NA,NA,2629181588,3797002468,0.034974,0.021213,0.013761,261693,2:mMTC,Benign
376617,16259,0.179987,0.179987,0.179987,0.179987,0.179987,0.179987,tcp,0,0,cs0,cs0,64,52,0,12,Start,24,13,11,13773,1519,12254,5040336,116.846153,1114,557506.9375,62360.05859,495146.875,1,0,1,4,0,0,127.78701,66.671486,55.55957,CON,82944,66816,NA,NA,3868402720,4269091479,0.048006,0.029339,0.018667,265400,2:mMTC,Benign
727033,158,3.961032,3.961032,3.961032,3.961032,3.961032,3.961032,tcp,0,0,cs0,cs0,64,64,0,0,Status,52,34,18,5800,3396,2404,48348,99.882355,133.555557,11245.55469,6658.871094,4586.683594,18,9,9,25.714286,0,0,12.875433,8.331162,4.291811,CON,69632,68608,NA,NA,27035518,3577408130,0.111517,0.056258,0.055259,267883,2:mMTC,Benign
430086,37203,0.175656,0.175656,0.175656,0.175656,0.175656,0.175656,tcp,0,NA,cs0,?,52,NA,12,NA,Status,2,2,0,148,148,0,15537820,74,0,3370.223389,3370.223389,0,2,2,0,50,0,0,5.692945,5.692945,0,ACC,16776960,NA,NA,NA,3893455133,NA,0,0,0,268838,2:mMTC,Benign
517094,136226,1.051271,1.051271,1.051271,1.051271,1.051271,1.051271,tcp,0,0,cs0,cs0,63,54,1,10,Start,12,7,5,1142,656,486,39474860,93.714287,97.199997,7244.564453,4284.337891,2960.226318,1,1,0,7.692308,0,0,10.463525,5.707377,3.804918,FIN,64128,64256,NA,NA,3904203819,3704604840,0.171977,0.139063,0.032914,275162,2:mMTC,Benign
96290,47236,2.280979,2.280979,2.280979,2.280979,2.280979,2.280979,tcp,0,0,cs0,cs0,64,63,0,1,Start,15,9,6,2053,1154,899,4142328,128.222229,149.833328,6228.904785,3598.455078,2630.449463,2,2,0,11.764706,0,0,6.137716,3.507266,2.192041,CON,68096,31104,NA,NA,732966721,692682252,0.28797,0.248094,0.039876,277320,2:mMTC,Benign
486422,81,1.141787,1.141787,1.141787,1.141787,1.141787,1.141787,tcp,0,0,cs0,cs0,64,64,0,0,Status,14,8,6,1612,1168,444,32072,146,74,9753.131836,7160.70459,2592.427246,5,5,0,26.315789,0,0,11.385661,6.13074,4.3791,CON,152,154,NA,NA,2254001889,4073125735,0,0,0,280413,2:mMTC,Benign
